drugName	score	gene_name	expert	Entrez
HEXYLCAINE HYDROCHLORIDE	0.11	SCN2A	yes	6326
ELPETRIGINE	0.13	SCN2A	yes	6326
LIDOCAINE	0.07	SCN2A	yes	6326
PHENAZOPYRIDINE HYDROCHLORIDE	0.07	SCN2A	yes	6326
LAMOTRIGINE	0.33	SCN2A	yes	6326
RALFINAMIDE	0.06	SCN2A	yes	6326
PROCAINE HYDROCHLORIDE	0.11	SCN2A	yes	6326
LIDOCAINE HYDROCHLORIDE	0.11	SCN2A	yes	6326
CARBAMAZEPINE	0.11	SCN2A	yes	6326
LEMBOREXANT	5.32	HCRTR2	yes	3062
ALMOREXANT	5.32	HCRTR2	yes	3062
SB-649868	5.32	HCRTR2	yes	3062
SUVOREXANT	13.29	HCRTR2	yes	3062
OMIPALISIB	0.21	PIK3R5	yes	23533
COPANLISIB	0.33	PIK3R5	yes	23533
TASELISIB	0.18	PIK3R5	yes	23533
GEDATOLISIB	0.21	PIK3R5	yes	23533
APITOLISIB	0.17	PIK3R5	yes	23533
PUQUITINIB	0.18	PIK3R5	yes	23533
SONOLISIB	0.4	PIK3R5	yes	23533
SAMOTOLISIB	0.2	PIK3R5	yes	23533
PI-103	0.1	PIK3R5	yes	23533
GSK-1059615	0.25	PIK3R5	yes	23533
PILARALISIB	0.2	PIK3R5	yes	23533
ALPELISIB	0.12	PIK3R5	yes	23533
VS-5584	0.17	PIK3R5	yes	23533
DS-7423	0.17	PIK3R5	yes	23533
PF-04691502	0.23	PIK3R5	yes	23533
PWT-33587	0.22	PIK3R5	yes	23533
WX-037	0.25	PIK3R5	yes	23533
BUPARLISIB	0.17	PIK3R5	yes	23533
RG-7666	0.22	PIK3R5	yes	23533
SF-1126	0.22	PIK3R5	yes	23533
ZSTK-474	0.25	PIK3R5	yes	23533
QUERCETIN	0.03	PIK3R5	yes	23533
PA-799	0.17	PIK3R5	yes	23533
INFIGRATINIB	0.09	PIK3R5	yes	23533
VOXTALISIB	0.22	PIK3R5	yes	23533
BGT-226	0.22	PIK3R5	yes	23533
GSK-2636771	0.12	PIK3R5	yes	23533
PICTILISIB	0.13	PIK3R5	yes	23533
AZD-6482	0.17	PIK3R5	yes	23533
RECILISIB	0.25	PIK3R5	yes	23533
DACTOLISIB	0.13	PIK3R5	yes	23533
PANULISIB	0.17	PIK3R5	yes	23533
LABETUZUMAB	38.28	CEACAM5	yes	1048
MENTHOL	15.95	TRPV3	yes	162514
GRC-15300	7.97	TRPV3	yes	162514
ANAMORELIN	5.8	GHSR	yes	2693
MACIMORELIN	8.7	GHSR	yes	2693
ANAMORELIN HYDROCHLORIDE	5.8	GHSR	yes	2693
TABIMORELIN	3.87	GHSR	yes	2693
ULIMORELIN HYDROCHLORIDE	23.2	GHSR	yes	2693
TASIMELTEON	26.58	MTNR1B	yes	4544
MELATONIN	3.54	MTNR1B	yes	4544
AGOMELATINE	5.32	MTNR1B	yes	4544
RAMELTEON	95.69	MTNR1B	yes	4544
GABAPENTIN	0.24	CACNB3	yes	784
IMAGABALIN	0.28	CACNB3	yes	784
GABAPENTIN ENACARBIL	0.28	CACNB3	yes	784
SAFINAMIDE	0.47	CACNB3	yes	784
PREGABALIN	0.28	CACNB3	yes	784
ATAGABALIN	0.28	CACNB3	yes	784
BEPRIDIL HYDROCHLORIDE	0.28	CACNB3	yes	784
VERAPAMIL	0.52	CACNB3	yes	784
BENTAMAPIMOD	0.71	MAPK10	yes	5602
BRIMAPITIDE, C-TERMINAL ACID	0.71	MAPK10	yes	5602
TANZISERTIB	1.42	MAPK10	yes	5602
CC-401	0.71	MAPK10	yes	5602
ETHOXZOLAMIDE	0.82	CA14	yes	23632
NKTR-171	0.11	SCN8A	yes	6334
ETHOTOIN	0.11	SCN8A	yes	6334
ARTICAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
ESLICARBAZEPINE ACETATE	0.11	SCN8A	yes	6334
PROPAFENONE HYDROCHLORIDE	0.08	SCN8A	yes	6334
PHENYTOIN SODIUM	0.11	SCN8A	yes	6334
MEPIVACAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
FOSPHENYTOIN SODIUM	0.11	SCN8A	yes	6334
ROPIVACAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
PRILOCAINE HYDROCHLORIDE	0.1	SCN8A	yes	6334
QUINIDINE GLUCONATE	0.11	SCN8A	yes	6334
DRONEDARONE HYDROCHLORIDE	0.07	SCN8A	yes	6334
PRIMIDONE	0.03	SCN8A	yes	6334
TETRACAINE	0.1	SCN8A	yes	6334
TETRACAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
PROPARACAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
ORPHENADRINE HYDROCHLORIDE	0.05	SCN8A	yes	6334
DISOPYRAMIDE PHOSPHATE	0.1	SCN8A	yes	6334
IRAMPANEL	0.08	SCN8A	yes	6334
QUINIDINE SULFATE	0.11	SCN8A	yes	6334
CHLOROPROCAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
TOCAINIDE HYDROCHLORIDE	0.11	SCN8A	yes	6334
TOPIRAMATE	0.03	SCN8A	yes	6334
PHENYTOIN	0.06	SCN8A	yes	6334
DYCLONINE HYDROCHLORIDE	0.07	SCN8A	yes	6334
EVENAMIDE	0.11	SCN8A	yes	6334
SAFINAMIDE	0.07	SCN8A	yes	6334
RILUZOLE	0.05	SCN8A	yes	6334
PHENACEMIDE	0.11	SCN8A	yes	6334
ETIDOCAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
MERETHOXYLLINE PROCAINE	0.11	SCN8A	yes	6334
OXCARBAZEPINE	0.05	SCN8A	yes	6334
QUINIDINE POLYGALACTURONATE	0.11	SCN8A	yes	6334
NERISPIRDINE	0.02	SCN8A	yes	6334
ORPHENADRINE CITRATE	0.05	SCN8A	yes	6334
ESLICARBAZEPINE	0.11	SCN8A	yes	6334
ERLOSAMIDE	0.09	SCN8A	yes	6334
MORICIZINE HYDROCHLORIDE	0.09	SCN8A	yes	6334
ZONISAMIDE	0.05	SCN8A	yes	6334
MEXILETINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
BENOXINATE HYDROCHLORIDE	0.1	SCN8A	yes	6334
INDECAINIDE HYDROCHLORIDE	0.11	SCN8A	yes	6334
RUFINAMIDE	0.1	SCN8A	yes	6334
TETRODOTOXIN	0.24	SCN8A	yes	6334
PRILOCAINE	0.1	SCN8A	yes	6334
PROPOXYCAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
PROCAINAMIDE HYDROCHLORIDE	0.11	SCN8A	yes	6334
MEPHENYTOIN	0.09	SCN8A	yes	6334
HEXYLCAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
LIDOCAINE	0.07	SCN8A	yes	6334
PHENAZOPYRIDINE HYDROCHLORIDE	0.07	SCN8A	yes	6334
LAMOTRIGINE	0.04	SCN8A	yes	6334
RALFINAMIDE	0.06	SCN8A	yes	6334
PROCAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
LIDOCAINE HYDROCHLORIDE	0.11	SCN8A	yes	6334
CARBAMAZEPINE	0.02	SCN8A	yes	6334
MARIZOMIB	0.4	PSMB8	yes	5696
OPROZOMIB	0.2	PSMB8	yes	5696
BORTEZOMIB	0.35	PSMB8	yes	5696
IXAZOMIB CITRATE	0.21	PSMB8	yes	5696
CARFILZOMIB	0.7	PSMB8	yes	5696
BARUSIBAN	6.71	OXTR	yes	5021
EPELSIBAN	6.71	OXTR	yes	5021
FE 202767	6.71	OXTR	yes	5021
RETOSIBAN	10.07	OXTR	yes	5021
OXYTOCIN	3.36	OXTR	yes	5021
CARBETOCIN	10.07	OXTR	yes	5021
RELCOVAPTAN	1.92	OXTR	yes	5021
CETILISTAT	9.11	PNLIP	yes	5406
ORLISTAT	18.23	PNLIP	yes	5406
POZANICLINE	5.32	CHRNA6	yes	8973
AMISELIMOD HYDROCHLORIDE	0.98	S1PR4	yes	8698
FINGOLIMOD HYDROCHLORIDE	0.98	S1PR4	yes	8698
CARGLUMIC ACID	31.9	CPS1	yes	1373
MITOTANE	5.98	CYP11B1	yes	1584
METYRAPONE	42.53	CYP11B1	yes	1584
CCX354	51.03	CCR1	yes	1230
AZD4818	12.76	CCR1	yes	1230
BENTIROMIDE	191.38	HPN	yes	3249
AVAGACESTAT	1.52	PSEN2	yes	5664
GSI-136	1.77	PSEN2	yes	5664
SEMAGACESTAT	4.56	PSEN2	yes	5664
CHEMBL247471	1.77	PSEN2	yes	5664
BI-853520	4.91	PTK2	yes	5747
ENMD-2076	0.2	PTK2	yes	5747
PF-00562271	0.12	PTK2	yes	5747
CEP-37440	3.68	PTK2	yes	5747
DEFACTINIB	2.45	PTK2	yes	5747
GSK-2256098	2.45	PTK2	yes	5747
MASITINIB	0.18	PTK2	yes	5747
VS-4718	7.36	PTK2	yes	5747
BKT140	12.76	CXCR4	yes	7852
CTCE-9908	6.38	CXCR4	yes	7852
BURIXAFOR	9.57	CXCR4	yes	7852
PLERIXAFOR	8.93	CXCR4	yes	7852
MAVORIXAFOR	15.95	CXCR4	yes	7852
CISPLATIN	0.04	CXCR4	yes	7852
POL6326	6.38	CXCR4	yes	7852
MSX-122	9.57	CXCR4	yes	7852
AVAGACESTAT	2.03	PSENEN	yes	55851
GSI-136	1.18	PSENEN	yes	55851
BEGACESTAT	1.18	PSENEN	yes	55851
TARENFLURBIL	0.79	PSENEN	yes	55851
SEMAGACESTAT	3.04	PSENEN	yes	55851
CHEMBL247471	1.18	PSENEN	yes	55851
METHYLINOSITOL	2.36	PSENEN	yes	55851
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	0.28	COL18A1	yes	80781
OCRIPLASMIN	0.22	COL18A1	yes	80781
BELORANIB	63.79	METAP2	yes	10988
PPI-2458	42.53	METAP2	yes	10988
TOSEDOSTAT	1.12	METAP2	yes	10988
FRESOLIMUMAB	1.15	TGFB1	yes	7040
METELIMUMAB	0.86	TGFB1	yes	7040
LY-2382770	0.86	TGFB1	yes	7040
ALEMTUZUMAB	510.33	CD52	yes	1043
BIMOSIAMOSE	7.97	SELE	yes	6401
RIVIPANSEL	10.63	SELE	yes	6401
MINOPAFANT	4.91	PTAFR	yes	5724
LADARIXIN	2.9	CXCR2	yes	3579
NAVARIXIN	11.6	CXCR2	yes	3579
DANIRIXIN	17.4	CXCR2	yes	3579
ELUBRIXIN	11.6	CXCR2	yes	3579
NAVARIXIN	2.9	CXCR2	yes	3579
REPARIXIN	8.7	CXCR2	yes	3579
PAZOPANIB HYDROCHLORIDE	0.31	ITK	yes	3702
SIVELESTAT	17.72	ELANE	yes	1991
ERDOSTEINE	3.54	ELANE	yes	1991
RINTATOLIMOD	31.9	TLR3	yes	7098
MACIMORELIN	2.66	GHRL	yes	51738
MARIZOMIB	0.64	PSMA8	yes	143471
OPROZOMIB	0.33	PSMA8	yes	143471
BORTEZOMIB	0.57	PSMA8	yes	143471
IXAZOMIB CITRATE	0.34	PSMA8	yes	143471
CARFILZOMIB	0.9	PSMA8	yes	143471
SELUMETINIB	0.36	MAP2K5	yes	5607
COBIMETINIB	0.91	MAP2K5	yes	5607
TRAMETINIB	0.29	MAP2K5	yes	5607
BINIMETINIB	0.71	MAP2K5	yes	5607
WX-554	1.82	MAP2K5	yes	5607
CEDIRANIB	0.11	BRCA2	yes	675
CARBOPLATIN	0.1	BRCA2	yes	675
RUCAPARIB	0.77	BRCA2	yes	675
CISPLATIN	0.12	BRCA2	yes	675
TEMOZOLOMIDE	0.26	BRCA2	yes	675
INIPARIB	2.55	BRCA2	yes	675
NIRAPARIB	1.42	BRCA2	yes	675
OLAPARIB	2.38	BRCA2	yes	675
GEMCITABINE	0.06	BRCA2	yes	675
TALAZOPARIB	1.62	BRCA2	yes	675
VELIPARIB	2.04	BRCA2	yes	675
QUARFLOXIN	1.7	BRCA2	yes	675
2X-121	1.28	BRCA2	yes	675
1D09C3	7.09	HLA-DRB3	yes	3125
ARRY-797	0.66	MAPK13	yes	5603
PEXMETINIB	0.18	MAPK13	yes	5603
VX-702	0.38	MAPK13	yes	5603
PIRFENIDONE	0.38	MAPK13	yes	5603
BMS-582949	0.66	MAPK13	yes	5603
PH-797804	0.53	MAPK13	yes	5603
SEMAPIMOD	0.44	MAPK13	yes	5603
NIROGACESTAT	3.19	NOTCH4	yes	4855
RG-4733	2.66	NOTCH4	yes	4855
CILANSETRON	2.66	HTR3B	yes	9177
DOLASETRON	0.66	HTR3B	yes	9177
GRANISETRON	0.41	HTR3B	yes	9177
PUMOSETRAG	1.06	HTR3B	yes	9177
TEDATIOXETINE	0.41	HTR3B	yes	9177
RG3487	0.89	HTR3B	yes	9177
CARBOPLATIN	0.07	NRG1	yes	3084
LAPATINIB	0.38	NRG1	yes	3084
CETUXIMAB	0.18	NRG1	yes	3084
AFATINIB	1.86	NRG1	yes	3084
CISPLATIN	0.04	NRG1	yes	3084
PATRITUMAB	2.66	NRG1	yes	3084
ERLOTINIB	0.1	NRG1	yes	3084
PACLITAXEL	0.05	NRG1	yes	3084
GEMCITABINE	0.07	NRG1	yes	3084
SERIBANTUMAB	1.77	NRG1	yes	3084
PERTUZUMAB	0.66	NRG1	yes	3084
SIMTUZUMAB	191.38	LOXL2	yes	4017
SELUMETINIB	0.3	MAP2K3	yes	5606
COBIMETINIB	0.76	MAP2K3	yes	5606
TRAMETINIB	0.24	MAP2K3	yes	5606
BINIMETINIB	0.59	MAP2K3	yes	5606
WX-554	1.52	MAP2K3	yes	5606
TOSEDOSTAT	3.36	XPNPEP2	yes	7512
PLECANATIDE	63.79	GUCY2C	yes	2984
LINACLOTIDE	79.74	GUCY2C	yes	2984
IBRUTINIB	0.14	MYC	yes	4609
CISPLATIN	0.02	MYC	yes	4609
ALISERTIB	0.04	MYC	yes	4609
PREXASERTIB	0.62	MYC	yes	4609
DINACICLIB	0.17	MYC	yes	4609
OLAPARIB	0.1	MYC	yes	4609
AMG-900	0.31	MYC	yes	4609
ASPARAGINASE	25.52	ASNS	yes	440
GLUFOSFAMIDE	0.89	SLC5A4	yes	6527
NIFEDIPINE	0.27	CACNA2D1	yes	781
GABAPENTIN	1.06	CACNA2D1	yes	781
IMAGABALIN	0.28	CACNA2D1	yes	781
GABAPENTIN ENACARBIL	0.28	CACNA2D1	yes	781
SAFINAMIDE	0.24	CACNA2D1	yes	781
PREGABALIN	0.43	CACNA2D1	yes	781
FELODIPINE	1.27	CACNA2D1	yes	781
ATAGABALIN	0.14	CACNA2D1	yes	781
BEPRIDIL HYDROCHLORIDE	0.14	CACNA2D1	yes	781
MIROGABALIN BESYLATE	1.77	CACNA2D1	yes	781
IBUTILIDE	2.84	CACNA2D1	yes	781
ISRADIPINE	2.53	CACNA2D1	yes	781
AMLODIPINE	0.89	CACNA2D1	yes	781
FOSBRETABULIN TROMETHAMINE	0.11	TUBB6	yes	84617
IXABEPILONE	0.07	TUBB6	yes	84617
TRASTUZUMAB EMTANSINE	0.1	TUBB6	yes	84617
PACLITAXEL POLIGLUMEX	0.11	TUBB6	yes	84617
VINCRISTINE SULFATE	0.09	TUBB6	yes	84617
INDIBULIN	0.1	TUBB6	yes	84617
LEXIBULIN	0.11	TUBB6	yes	84617
VINBLASTINE SULFATE	0.08	TUBB6	yes	84617
PLINABULIN	0.11	TUBB6	yes	84617
SAGOPILONE	0.11	TUBB6	yes	84617
ERIBULIN MESYLATE	0.1	TUBB6	yes	84617
VINFLUNINE	0.11	TUBB6	yes	84617
COLCHICINE	0.29	TUBB6	yes	84617
CABAZITAXEL	0.09	TUBB6	yes	84617
PACLITAXEL	0.21	TUBB6	yes	84617
CROLIBULIN	0.11	TUBB6	yes	84617
FOSBRETABULIN DISODIUM	0.11	TUBB6	yes	84617
DAVUNETIDE	0.11	TUBB6	yes	84617
BRENTUXIMAB VEDOTIN	0.1	TUBB6	yes	84617
VERUBULIN	0.11	TUBB6	yes	84617
VINORELBINE TARTRATE	0.1	TUBB6	yes	84617
DOCETAXEL	0.11	TUBB6	yes	84617
EFAPROXIRAL	2.28	HBB	yes	3043
AES-103	2.28	HBB	yes	3043
TOSEDOSTAT	0.31	ANPEP	yes	290
SELUMETINIB	0.43	NF1	yes	4763
VEMURAFENIB	0.41	NF1	yes	4763
COBIMETINIB	0.43	NF1	yes	4763
TRAMETINIB	0.48	NF1	yes	4763
BINIMETINIB	0.51	NF1	yes	4763
PIMASERTIB	0.34	NF1	yes	4763
SIROLIMUS	0.16	NF1	yes	4763
DABRAFENIB	0.32	NF1	yes	4763
APIXABAN	5.8	F10	yes	2159
RIVAROXABAN	8.7	F10	yes	2159
IDRAPARINUX	2.9	F10	yes	2159
BETRIXABAN	23.2	F10	yes	2159
EDOXABAN	8.7	F10	yes	2159
EDOXABAN TOSYLATE	5.8	F10	yes	2159
IDRAPARINUX SODIUM	2.9	F10	yes	2159
CHEMBL1271162	5.8	F10	yes	2159
HEPARIN	0.6	F10	yes	2159
MENADIONE	0.31	F10	yes	2159
TINZAPARIN	1.45	F10	yes	2159
OTAMIXABAN	11.6	F10	yes	2159
THROMBIN	0.12	F10	yes	2159
LETAXABAN	5.8	F10	yes	2159
EMICIZUMAB	10.15	F10	yes	2159
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	1.14	COL5A1	yes	1289
OCRIPLASMIN	0.86	COL5A1	yes	1289
TT-232	1.82	PKM	yes	5315
CARBOPLATIN	0.16	ERCC2	yes	2068
CISPLATIN	0.47	ERCC2	yes	2068
PACLITAXEL	0.13	ERCC2	yes	2068
ME-344	0.42	NDUFB8	yes	4714
METFORMIN HYDROCHLORIDE	0.39	NDUFB8	yes	4714
NV-128	0.43	NDUFB8	yes	4714
EVEROLIMUS	0.13	NRAS	yes	4893
PANITUMUMAB	0.7	NRAS	yes	4893
OMIPALISIB	0.28	NRAS	yes	4893
SELUMETINIB	0.3	NRAS	yes	4893
VEMURAFENIB	0.49	NRAS	yes	4893
TRAMETINIB	0.51	NRAS	yes	4893
CETUXIMAB	0.42	NRAS	yes	4893
BINIMETINIB	1.03	NRAS	yes	4893
IPILIMUMAB	0.53	NRAS	yes	4893
PELAREOREP	0.44	NRAS	yes	4893
DABRAFENIB	0.42	NRAS	yes	4893
RIBOCICLIB	0.33	NRAS	yes	4893
DACTOLISIB	0.06	NRAS	yes	4893
METFORMIN	0.07	NRAS	yes	4893
PEMBROLIZUMAB	0.97	HLA-DRA	yes	3122
NIVOLUMAB	1.42	HLA-DRA	yes	3122
ATEZOLIZUMAB	1.64	HLA-DRA	yes	3122
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	1.14	COL11A1	yes	1301
OCRIPLASMIN	0.86	COL11A1	yes	1301
ETHOSUXIMIDE	0.46	CACNA1H	yes	8912
GABAPENTIN	0.08	CACNA1H	yes	8912
METHSUXIMIDE	0.76	CACNA1H	yes	8912
IMAGABALIN	0.09	CACNA1H	yes	8912
PHENSUXIMIDE	0.76	CACNA1H	yes	8912
PARAMETHADIONE	0.76	CACNA1H	yes	8912
FLUNARIZINE	2.03	CACNA1H	yes	8912
GABAPENTIN ENACARBIL	0.09	CACNA1H	yes	8912
PREGABALIN	0.09	CACNA1H	yes	8912
ATAGABALIN	0.09	CACNA1H	yes	8912
BEPRIDIL HYDROCHLORIDE	0.09	CACNA1H	yes	8912
ZONISAMIDE	1.09	CACNA1H	yes	8912
MIBEFRADIL DIHYDROCHLORIDE	0.33	CACNA1H	yes	8912
TRIMETHADIONE	0.57	CACNA1H	yes	8912
ABX-IL8	2.28	CXCL8	yes	3576
HUMAX-IL8	1.14	CXCL8	yes	3576
GRC-17536	2.45	TRPA1	yes	8989
MENTHOL	6.54	TRPA1	yes	8989
CB-189625	2.45	TRPA1	yes	8989
TRETINOIN	3.87	PML	yes	5371
TAMIBAROTENE	6.38	PML	yes	5371
ROCURONIUM BROMIDE	0.76	CHRNE	yes	1145
PANCURONIUM BROMIDE	0.76	CHRNE	yes	1145
SUCCINYLCHOLINE CHLORIDE	0.91	CHRNE	yes	1145
PIPECURONIUM BROMIDE	0.91	CHRNE	yes	1145
CISATRACURIUM BESYLATE	0.76	CHRNE	yes	1145
ATRACURIUM BESYLATE	0.76	CHRNE	yes	1145
MIVACURIUM CHLORIDE	0.91	CHRNE	yes	1145
RAPACURONIUM BROMIDE	0.91	CHRNE	yes	1145
METOCURINE IODIDE	0.91	CHRNE	yes	1145
GALLAMINE TRIETHIODIDE	0.65	CHRNE	yes	1145
DOXACURIUM CHLORIDE	0.91	CHRNE	yes	1145
TUBOCURARINE CHLORIDE	0.91	CHRNE	yes	1145
VECURONIUM BROMIDE	0.91	CHRNE	yes	1145
DECAMETHONIUM BROMIDE	0.91	CHRNE	yes	1145
DIGITOXIN	0.71	FXYD2	yes	486
ACETYLDIGITOXIN	1.59	FXYD2	yes	486
CYCLOTHIAZIDE	6.38	FXYD2	yes	486
DESLANOSIDE	1.42	FXYD2	yes	486
DIGOXIN	0.38	FXYD2	yes	486
INCOBOTULINUMTOXINA	15.95	SNAP25	yes	6616
ABOBOTULINUMTOXINA	15.95	SNAP25	yes	6616
ONABOTULINUMTOXINA	15.95	SNAP25	yes	6616
OXALIPLATIN	3.45	FOXC2	yes	2303
ECULIZUMAB	45.57	C5	yes	727
PEXELIZUMAB	9.11	C5	yes	727
AVACINCAPTAD PEGOL SODIUM	18.23	C5	yes	727
MLN3126	63.79	CCR9	yes	10803
VERCIRNON	95.69	CCR9	yes	10803
DENUFOSOL	31.9	P2RY2	yes	5029
DIQUAFOSOL	10.63	P2RY2	yes	5029
DENUFOSOL TETRASODIUM	14.18	P2RY2	yes	5029
ENZASTAURIN	0.43	PRKCE	yes	5581
BRYOSTATIN	0.35	PRKCE	yes	5581
KAI-1678	4.25	PRKCE	yes	5581
MIDOSTAURIN	0.16	PRKCE	yes	5581
GSK-690693	0.19	PRKCE	yes	5581
QUERCETIN	0.05	PRKCE	yes	5581
SOTRASTAURIN	0.15	PRKCE	yes	5581
UCN-01	0.21	PRKCE	yes	5581
CEP-2563	0.25	PRKCE	yes	5581
TOPIRAMATE	3.26	GRIK1	yes	2897
DASOLAMPANEL	2.55	GRIK1	yes	2897
TEZAMPANEL	4.25	GRIK1	yes	2897
SELURAMPANEL	1.59	GRIK1	yes	2897
PF-03758309	1.68	PAK4	yes	10298
OCTREOTIDE ACETATE	1.06	SSTR3	yes	6753
PASIREOTIDE PAMOATE	1.33	SSTR3	yes	6753
VAPREOTIDE	2.66	SSTR3	yes	6753
PASIREOTIDE DIASPARTATE	1.33	SSTR3	yes	6753
PASIREOTIDE	6.64	SSTR3	yes	6753
SENICAPOC	38.28	KCNN4	yes	3783
CHLORZOXAZONE	7.66	KCNN4	yes	3783
TOSEDOSTAT	3.36	DNPEP	yes	23549
PEMBROLIZUMAB	0.97	ARID1A	yes	8289
NIVOLUMAB	1.42	ARID1A	yes	8289
ATEZOLIZUMAB	1.64	ARID1A	yes	8289
SORAFENIB	0.25	ARID1A	yes	8289
DASATINIB	0.29	ARID1A	yes	8289
NITROGLYCERIN	0.91	GUCY1A2	yes	2977
RIOCIGUAT	7.29	GUCY1A2	yes	2977
ISOSORBIDE DINITRATE	2.28	GUCY1A2	yes	2977
NAPROXCINOD	3.04	GUCY1A2	yes	2977
ISOSORBIDE MONONITRATE	1.82	GUCY1A2	yes	2977
NITRIC OXIDE	1.52	GUCY1A2	yes	2977
SODIUM NITROPRUSSIDE	2.28	GUCY1A2	yes	2977
MYCOPHENOLATE MOFETIL	1.18	IMPDH2	yes	3615
AVN-944	3.54	IMPDH2	yes	3615
MYCOPHENOLIC ACID	0.89	IMPDH2	yes	3615
MYCOPHENOLATE MOFETIL HYDROCHLORIDE	3.54	IMPDH2	yes	3615
THIOGUANINE	0.55	IMPDH2	yes	3615
LITHIUM CARBONATE	10.63	IMPA1	yes	3612
LITHIUM CITRATE	10.63	IMPA1	yes	3612
APRINDINE	21.26	CALM1	yes	801
BEPRIDIL	5.8	CALM1	yes	801
FLUNARIZINE	14.18	CALM1	yes	801
OCTREOTIDE ACETATE	0.91	SSTR5	yes	6755
VELDOREOTIDE	2.28	SSTR5	yes	6755
PASIREOTIDE PAMOATE	1.14	SSTR5	yes	6755
OCTREOTIDE	3.04	SSTR5	yes	6755
LANREOTIDE	5.47	SSTR5	yes	6755
LANREOTIDE ACETATE	2.28	SSTR5	yes	6755
VAPREOTIDE	4.56	SSTR5	yes	6755
PASIREOTIDE DIASPARTATE	1.14	SSTR5	yes	6755
PASIREOTIDE	5.7	SSTR5	yes	6755
DALFAMPRIDINE	0.37	KCNS3	yes	3790
TEDISAMIL	0.41	KCNS3	yes	3790
NERISPIRDINE	0.32	KCNS3	yes	3790
GUANIDINE HYDROCHLORIDE	0.41	KCNS3	yes	3790
OPROZOMIB	0.33	PSMC5	yes	5705
BORTEZOMIB	0.57	PSMC5	yes	5705
IXAZOMIB	4.25	PSMC5	yes	5705
IXAZOMIB CITRATE	0.34	PSMC5	yes	5705
CARFILZOMIB	0.9	PSMC5	yes	5705
FULRANUMAB	6.38	NGF	yes	4803
FASINUMAB	25.52	NGF	yes	4803
TANEZUMAB	38.28	NGF	yes	4803
OLESOXIME	15.95	VDAC1	yes	7416
ME-344	0.42	NDUFB5	yes	4711
METFORMIN HYDROCHLORIDE	0.39	NDUFB5	yes	4711
NV-128	0.43	NDUFB5	yes	4711
LENALIDOMIDE	1.52	CUL4A	yes	8451
POMALIDOMIDE	5.32	CUL4A	yes	8451
THALIDOMIDE	0.61	CUL4A	yes	8451
ARCITUMOMAB	127.58	CEACAM1	yes	634
RIVENPROST	4.56	PTGER2	yes	5732
DINOPROSTONE	3.51	PTGER2	yes	5732
ALPROSTADIL	2.43	PTGER2	yes	5732
NIFEDIPINE	0.19	CACNA1D	yes	776
GABAPENTIN	0.08	CACNA1D	yes	776
DRONEDARONE HYDROCHLORIDE	0.15	CACNA1D	yes	776
NICARDIPINE HYDROCHLORIDE	0.27	CACNA1D	yes	776
DILTIAZEM MALATE	0.61	CACNA1D	yes	776
IMAGABALIN	0.1	CACNA1D	yes	776
AZD1305	0.41	CACNA1D	yes	776
AMLODIPINE BESYLATE	0.49	CACNA1D	yes	776
CLEVIDIPINE	1.23	CACNA1D	yes	776
NIMODIPINE	1.07	CACNA1D	yes	776
NISOLDIPINE	0.33	CACNA1D	yes	776
GABAPENTIN ENACARBIL	0.1	CACNA1D	yes	776
PREGABALIN	0.1	CACNA1D	yes	776
AMLODIPINE MALEATE	0.61	CACNA1D	yes	776
FELODIPINE	0.53	CACNA1D	yes	776
ATAGABALIN	0.1	CACNA1D	yes	776
BEPRIDIL HYDROCHLORIDE	0.1	CACNA1D	yes	776
VERAPAMIL HYDROCHLORIDE	0.35	CACNA1D	yes	776
DILTIAZEM HYDROCHLORIDE	0.49	CACNA1D	yes	776
ISRADIPINE	1.4	CACNA1D	yes	776
ELPETRIGINE	0.31	CACNA1D	yes	776
AMLODIPINE	0.61	CACNA1D	yes	776
VERAPAMIL	0.24	CACNA1D	yes	776
ZONISAMIDE	22.19	SCN2B	yes	6327
MENADIONE	6.83	VKORC1L1	yes	154807
WARFARIN	3.54	VKORC1L1	yes	154807
MIPOMERSEN	1.77	APOB	yes	338
AZACITIDINE	0.38	DNMT3A	yes	1788
IDARUBICIN	0.71	DNMT3A	yes	1788
DECITABINE	5.32	DNMT3A	yes	1788
LONAFARNIB	15.95	FNTA	yes	2339
TIPIFARNIB	15.95	FNTA	yes	2339
AZATHIOPRINE	1.28	PPAT	yes	5471
MERCAPTOPURINE	2.28	PPAT	yes	5471
AZATHIOPRINE SODIUM	15.95	PPAT	yes	5471
EMRICASAN	0.27	CASP7	yes	840
ANAKINRA	17.28	IL1R1	yes	3554
AMG-108	5.32	IL1R1	yes	3554
