id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
6724,fluvoxamine,venlafaxine,2,Significant,FLUVOXAMINE MALEATE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3061
6725,fluvoxamine,zolmitriptan,2,Significant,FLUVOXAMINE MALEATE/ZOLMITRIPTAN [VA Drug Interaction],C56.3062
6726,frovatriptan,venlafaxine,2,Significant,FROVATRIPTAN/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3065
6727,ibutilide,ranolazine,2,Critical,IBUTILIDE FUMARATE/RANOLAZINE [VA Drug Interaction],C56.3067
6728,indinavir,ranolazine,2,Critical,INDINAVIR SULFATE/RANOLAZINE [VA Drug Interaction],C56.3068
6729,nelfinavir,ranolazine,2,Critical,NELFINAVIR MESYLATE/RANOLAZINE [VA Drug Interaction],C56.3072
6730,amitriptyline,tramadol,2,Significant,AMITRIPTYLINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C56.3085
6731,erlotinib,nelfinavir,2,Significant,ERLOTINIB/NELFINAVIR MESYLATE [VA Drug Interaction],C56.3089
6732,fosphenytoin,quetiapine,2,Significant,FOSPHENYTOIN SODIUM/QUETIAPINE FUMARATE [VA Drug Interaction],C56.3098
6733,fosphenytoin,trimethoprim,2,Significant,FOSPHENYTOIN SODIUM/TRIMETHOPRIM [VA Drug Interaction],C56.3099
6734,frovatriptan,sibutramine,2,Critical,FROVATRIPTAN/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56.3101
6735,imatinib,rifampicin,2,Significant,IMATINIB/RIFAMPIN [VA Drug Interaction],C56.3103
6737,levonorgestrel,nelfinavir,2,Significant,LEVONORGESTREL/NELFINAVIR MESYLATE [VA Drug Interaction],C56.3111
6738,erythromycin,venlafaxine,2,Significant,ERYTHROMYCIN/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3124
6739,fosamprenavir,norethisterone,2,Significant,FOSAMPRENAVIR/NORETHINDRONE [VA Drug Interaction],C56.3139
6740,indinavir,rifapentine,2,Critical,INDINAVIR SULFATE/RIFAPENTINE [VA Drug Interaction],C56.3146
6741,indinavir,trazodone,2,Significant,INDINAVIR SULFATE/TRAZODONE [VA Drug Interaction],C56.3147
6742,gefitinib,rifampicin,2,Significant,GEFITINIB/RIFAMPIN [VA Drug Interaction],C56.3164
6743,atorvastatin,delavirdine,2,Significant,ATORVASTATIN CALCIUM/DELAVIRDINE MESYLATE [VA Drug Interaction],C56.3165
6744,fluvoxamine,mexiletine,2,Significant,FLUVOXAMINE MALEATE/MEXILETINE [VA Drug Interaction],C56.3177
6745,ketoconazole,zolpidem,2,Significant,KETOCONAZOLE/ZOLPIDEM TARTRATE [VA Drug Interaction],C56.3178
6746,diltiazem,rifampicin,2,Significant,DILTIAZEM/RIFAMPIN [VA Drug Interaction],C56.3199
6748,duloxetine,naratriptan,2,Significant,DULOXETINE/NARATRIPTAN HYDROCHLORIDE [VA Drug Interaction],C56.3207
6749,aluminium chloride,moxifloxacin,2,Significant,ALUMINUM CHLORIDE/MOXIFLOXACIN [VA Drug Interaction],C56.3215
6750,algeldrate,moxifloxacin,2,Significant,ALUMINUM HYDROXIDE/MOXIFLOXACIN [VA Drug Interaction],C56.3216
6751,aluminium phosphate,moxifloxacin,2,Significant,ALUMINUM PHOSPHATE/MOXIFLOXACIN [VA Drug Interaction],C56.3217
6753,phenytoin,rifampicin,2,Significant,PHENYTOIN/RIFAMPIN [VA Drug Interaction],C56.3238
6754,bosentan,sildenafil,2,Significant,BOSENTAN/SILDENAFIL CITRATE [VA Drug Interaction],C56.3245
6755,delavirdine,simvastatin,2,Critical,DELAVIRDINE MESYLATE/SIMVASTATIN [VA Drug Interaction],C56.3247
6757,darunavir,methylergometrine,2,Critical,DARUNAVIR/METHYLERGONOVINE [VA Drug Interaction],C56.3263
6758,darunavir,rifampicin,2,Critical,DARUNAVIR/RIFAMPIN [VA Drug Interaction],C56.3269
6759,darunavir,sildenafil,2,Significant,DARUNAVIR/SILDENAFIL CITRATE [VA Drug Interaction],C56.3270
6760,sertraline,venlafaxine,2,Significant,SERTRALINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56.3327
6761,atorvastatin,rifampicin,2,Significant,ATORVASTATIN CALCIUM/RIFAMPIN [VA Drug Interaction],C56.3331
6762,indinavir,sunitinib,2,Significant,INDINAVIR SULFATE/SUNITINIB [VA Drug Interaction],C56.3355
6763,nelfinavir,omeprazole,2,Critical,NELFINAVIR MESYLATE/OMEPRAZOLE [VA Drug Interaction],C56.3366
6764,nelfinavir,sunitinib,2,Significant,NELFINAVIR MESYLATE/SUNITINIB [VA Drug Interaction],C56.3367
6765,pramlintide,tegaserod,2,Critical,PRAMLINTIDE/TEGASEROD MALEATE [VA Drug Interaction],C56.3371
6766,pravastatin,rifampicin,2,Significant,PRAVASTATIN/RIFAMPIN [VA Drug Interaction],C56.3372
6767,rifampicin,simvastatin,2,Significant,RIFAMPIN/SIMVASTATIN [VA Drug Interaction],C56.3375
6768,rifampicin,sunitinib,2,Significant,RIFAMPIN/SUNITINIB [VA Drug Interaction],C56.3376
6769,rifampicin,triazolam,2,Significant,RIFAMPIN/TRIAZOLAM [VA Drug Interaction],C56.3377
6770,aciclovir,tizanidine,2,Significant,ACYCLOVIR/TIZANIDINE [VA Drug Interaction],C56.3384
6771,ethinylestradiol,fosamprenavir,2,Significant,ETHINYL ESTRADIOL/FOSAMPRENAVIR [VA Drug Interaction],C56.3400
6772,azathioprine,mesalazine,2,Significant,AZATHIOPRINE/MESALAMINE [VA Drug Interaction],C56.3446
6773,nelfinavir,tadalafil,2,Significant,NELFINAVIR MESYLATE/TADALAFIL [VA Drug Interaction],C56.3451
6774,delavirdine,maraviroc,2,Significant,DELAVIRDINE MESYLATE/MARAVIROC [VA Drug Interaction],C56.3456
6775,maraviroc,rifampicin,2,Significant,MARAVIROC/RIFAMPIN [VA Drug Interaction],C56.3471
6776,raltegravir,rifampicin,2,Significant,RALTEGRAVIR/RIFAMPIN [VA Drug Interaction],C56.3478
6777,bosentan,ethinylestradiol,2,Critical,BOSENTAN/ETHINYL ESTRADIOL [VA Drug Interaction],C56.3523
6778,nelfinavir,phenobarbital,2,Significant,NELFINAVIR MESYLATE/PHENOBARBITAL [VA Drug Interaction],C56.3531
6779,nelfinavir,phenytoin,2,Significant,NELFINAVIR MESYLATE/PHENYTOIN [VA Drug Interaction],C56.3532
6780,bupropion,rifampicin,2,Significant,BUPROPION/RIFAMPIN [VA Drug Interaction],C56.3536
6781,clarithromycin,sildenafil,2,Significant,CLARITHROMYCIN/SILDENAFIL CITRATE [VA Drug Interaction],C56.3537
6782,indinavir,maraviroc,2,Significant,INDINAVIR SULFATE/MARAVIROC [VA Drug Interaction],C56.3551
6784,maraviroc,nelfinavir,2,Significant,MARAVIROC/NELFINAVIR MESYLATE [VA Drug Interaction],C56.3554
6785,dextropropoxyphene,rasagiline,2,Critical,PROPOXYPHENE/RASAGILINE [VA Drug Interaction],C56.3571
6786,rasagiline,tramadol,2,Critical,RASAGILINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C56.3573
6787,sildenafil,troleandomycin,2,Significant,SILDENAFIL CITRATE/TROLEANDOMYCIN [VA Drug Interaction],C56.3574
6788,fluvoxamine,rasagiline,2,Significant,FLUVOXAMINE MALEATE/RASAGILINE [VA Drug Interaction],C56.3577
6789,quetiapine,warfarin,2,Significant,QUETIAPINE FUMARATE/WARFARIN [VA Drug Interaction],C56.3579
6791,naltrexone,dextropropoxyphene,2,Critical,NALTREXONE/PROPOXYPHENE [VA Drug Interaction],C56.3622
6792,naltrexone,remifentanil,2,Critical,NALTREXONE/REMIFENTANIL HYDROCHLORIDE [VA Drug Interaction],C56.3623
6793,naltrexone,tramadol,2,Critical,NALTREXONE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C56.3625
6794,ethanol,metronidazole,2,Significant,ALCOHOL/METRONIDAZOLE [VA Drug Interaction],C56.3631
6795,bosentan,norethisterone,2,Significant,BOSENTAN/NORETHINDRONE [VA Drug Interaction],C56.3644
6796,conivaptan,indinavir,2,Critical,CONIVAPTAN/INDINAVIR SULFATE [VA Drug Interaction],C56.3653
6797,atorvastatin,quinine,2,Significant,ATORVASTATIN CALCIUM/QUININE [VA Drug Interaction],C56.3686
6798,delavirdine,ixabepilone,2,Significant,DELAVIRDINE MESYLATE/IXABEPILONE [VA Drug Interaction],C56^3696^
6799,indinavir,ixabepilone,2,Significant,INDINAVIR SULFATE/IXABEPILONE [VA Drug Interaction],C56^3698^
6800,ixabepilone,nelfinavir,2,Significant,IXABEPILONE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^3709^
6801,aliskiren,atorvastatin,2,Significant,ALISKIREN/ATORVASTATIN CALCIUM [VA Drug Interaction],C56^3710^
6802,delavirdine,etravirine,2,Critical,DELAVIRDINE MESYLATE/ETRAVIRINE [VA Drug Interaction],C56^3728^
6803,etravirine,indinavir,2,Critical,ETRAVIRINE/INDINAVIR SULFATE [VA Drug Interaction],C56^3737^
6804,etravirine,nelfinavir,2,Critical,ETRAVIRINE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^3740^
6805,etravirine,rifampicin,2,Critical,ETRAVIRINE/RIFAMPIN [VA Drug Interaction],C56^3745^
6806,indinavir,sirolimus,2,Significant,INDINAVIR SULFATE/SIROLIMUS [VA Drug Interaction],C56^3756^
6807,indinavir,temsirolimus,2,Significant,INDINAVIR SULFATE/TEMSIROLIMUS [VA Drug Interaction],C56^3757^
6808,nelfinavir,sirolimus,2,Significant,NELFINAVIR MESYLATE/SIROLIMUS [VA Drug Interaction],C56^3768^
6809,rifampicin,sirolimus,2,Significant,RIFAMPIN/SIROLIMUS [VA Drug Interaction],C56^3776^
6810,rifampicin,temsirolimus,2,Significant,RIFAMPIN/TEMSIROLIMUS [VA Drug Interaction],C56^3777^
6811,algeldrate,eltrombopag,2,Significant,ALUMINUM HYDROXIDE/ELTROMBOPAG [VA Drug Interaction],C56^3787^
6812,eltrombopag,aluminium phosphate,2,Significant,ALUMINUM PHOSPHATE/ELTROMBOPAG [VA Drug Interaction],C56^3789^
6814,escitalopram,tapentadol,2,Significant,ESCITALOPRAM OXALATE/TAPENTADOL [VA Drug Interaction],C56^3809^
6815,fluvoxamine,tapentadol,2,Significant,FLUVOXAMINE MALEATE/TAPENTADOL [VA Drug Interaction],C56^3812^
6816,naratriptan,tapentadol,2,Significant,NARATRIPTAN HYDROCHLORIDE/TAPENTADOL [VA Drug Interaction],C56^3820^
6817,tapentadol,venlafaxine,2,Significant,TAPENTADOL/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56^3840^
6818,ethanol,methotrexate,2,Significant,ALCOHOL/METHOTREXATE [VA Drug Interaction],C56^3847^
6819,atorvastatin,posaconazole,2,Significant,ATORVASTATIN CALCIUM/POSACONAZOLE [VA Drug Interaction],C56^3853^
6820,brimonidine,selegiline,2,Critical,BRIMONIDINE TARTRATE/SELEGILINE [VA Drug Interaction],C56^3856^
6821,carbamazepine,delavirdine,2,Critical,CARBAMAZEPINE/DELAVIRDINE MESYLATE [VA Drug Interaction],C56^3858^
6822,cefalexin,metformin,2,Significant,CEPHALEXIN/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C56^3864^
6823,delavirdine,phenobarbital,2,Critical,DELAVIRDINE MESYLATE/PHENOBARBITAL [VA Drug Interaction],C56^3869^
6824,delavirdine,phenytoin,2,Critical,DELAVIRDINE MESYLATE/PHENYTOIN [VA Drug Interaction],C56^3870^
6825,dofetilide,ibutilide,2,Critical,DOFETILIDE/IBUTILIDE FUMARATE [VA Drug Interaction],C56^3877^
6826,dofetilide,levomethadyl acetate,2,Critical,DOFETILIDE/LEVOMETHADYL [VA Drug Interaction],C56^3879^
6827,dofetilide,methylclothiazide,2,Critical,DOFETILIDE/METHYCLOTHIAZIDE [VA Drug Interaction],C56^3881^
6828,fluvoxamine,methadone,2,Critical,FLUVOXAMINE MALEATE/METHADONE [VA Drug Interaction],C56^3895^
6829,linezolid,sibutramine,2,Critical,LINEZOLID/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^3903^
6830,linezolid,tramadol,2,Critical,LINEZOLID/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C56^3904^
6831,nelfinavir,temsirolimus,2,Significant,NELFINAVIR MESYLATE/TEMSIROLIMUS [VA Drug Interaction],C56^3916^
6832,escitalopram,pimozide,2,Critical,ESCITALOPRAM OXALATE/PIMOZIDE [VA Drug Interaction],C56^3935^
6833,ethinylestradiol,rufinamide,2,Significant,ETHINYL ESTRADIOL/RUFINAMIDE [VA Drug Interaction],C56^3937^
6834,atorvastatin,imatinib,2,Significant,ATORVASTATIN CALCIUM/IMATINIB [VA Drug Interaction],C56^3981^
6835,pimozide,delavirdine,2,Critical,DELAVIRDINE MESYLATE/PIMOZIDE [VA Drug Interaction],C56^3983^
6836,morphine,rifampicin,2,Significant,MORPHINE/RIFAMPIN [VA Drug Interaction],C56^3989^
6837,darunavir,fosphenytoin,2,Significant,DARUNAVIR/FOSPHENYTOIN SODIUM [VA Drug Interaction],C56^3992^
6838,maraviroc,fosphenytoin,2,Significant,FOSPHENYTOIN SODIUM/MARAVIROC [VA Drug Interaction],C56^3994^
6839,toremifene,warfarin,2,Significant,TOREMIFENE CITRATE/WARFARIN [VA Drug Interaction],C56^3996^
6840,pioglitazone,rifampicin,2,Significant,PIOGLITAZONE/RIFAMPIN [VA Drug Interaction],C56^4001^
6841,indinavir,delavirdine,2,Significant,DELAVIRDINE MESYLATE/INDINAVIR SULFATE [VA Drug Interaction],C56^4002^
6842,fosphenytoin,fluorouracil,2,Significant,FLUOROURACIL/FOSPHENYTOIN SODIUM [VA Drug Interaction],C56^4014^
6843,isocarboxazid,dextropropoxyphene,2,Critical,ISOCARBOXAZID/PROPOXYPHENE [VA Drug Interaction],C56^4047^
6844,isocarboxazid,remifentanil,2,Critical,ISOCARBOXAZID/REMIFENTANIL HYDROCHLORIDE [VA Drug Interaction],C56^4048^
6845,linezolid,dextropropoxyphene,2,Critical,LINEZOLID/PROPOXYPHENE [VA Drug Interaction],C56^4053^
6846,linezolid,remifentanil,2,Critical,LINEZOLID/REMIFENTANIL HYDROCHLORIDE [VA Drug Interaction],C56^4054^
6847,mefloquine,rifampicin,2,Significant,MEFLOQUINE/RIFAMPIN [VA Drug Interaction],C56^4056^
6848,phenelzine,dextropropoxyphene,2,Critical,PHENELZINE/PROPOXYPHENE [VA Drug Interaction],C56^4064^
6849,phenelzine,remifentanil,2,Critical,PHENELZINE/REMIFENTANIL HYDROCHLORIDE [VA Drug Interaction],C56^4065^
6850,dextropropoxyphene,selegiline,2,Critical,PROPOXYPHENE/SELEGILINE [VA Drug Interaction],C56^4067^
6851,dextropropoxyphene,tranylcypromine,2,Critical,PROPOXYPHENE/TRANYLCYPROMINE [VA Drug Interaction],C56^4068^
6852,rasagiline,remifentanil,2,Critical,RASAGILINE/REMIFENTANIL HYDROCHLORIDE [VA Drug Interaction],C56^4069^
6853,remifentanil,selegiline,2,Critical,REMIFENTANIL HYDROCHLORIDE/SELEGILINE [VA Drug Interaction],C56^4071^
6854,remifentanil,tranylcypromine,2,Critical,REMIFENTANIL HYDROCHLORIDE/TRANYLCYPROMINE [VA Drug Interaction],C56^4072^
6855,mexiletine,rifampicin,2,Significant,MEXILETINE/RIFAMPIN [VA Drug Interaction],C56^4076^
6856,delavirdine,amprenavir,2,Critical,AMPRENAVIR/DELAVIRDINE MESYLATE [VA Drug Interaction],C56^4081^
6857,tipranavir,sildenafil,2,Significant,SILDENAFIL CITRATE/TIPRANAVIR [VA Drug Interaction],C56^4082^
6858,atorvastatin,atazanavir,2,Significant,ATAZANAVIR/ATORVASTATIN CALCIUM [VA Drug Interaction],C56^4090^
6859,atorvastatin,darunavir,2,Critical,ATORVASTATIN CALCIUM/DARUNAVIR [VA Drug Interaction],C56^4091^
6860,atorvastatin,lopinavir,2,Significant,ATORVASTATIN CALCIUM/LOPINAVIR [VA Drug Interaction],C56^4092^
6861,atorvastatin,tipranavir,2,Significant,ATORVASTATIN CALCIUM/TIPRANAVIR [VA Drug Interaction],C56^4093^
6862,rosuvastatin,nelfinavir,2,Significant,NELFINAVIR MESYLATE/ROSUVASTATIN [VA Drug Interaction],C56^4099^
6863,dexlansoprazole,nelfinavir,2,Critical,DEXLANSOPRAZOLE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^4105^
6864,esomeprazole,nelfinavir,2,Critical,ESOMEPRAZOLE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^4107^
6865,lansoprazole,nelfinavir,2,Critical,LANSOPRAZOLE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^4108^
6866,pantoprazole,nelfinavir,2,Critical,NELFINAVIR MESYLATE/PANTOPRAZOLE [VA Drug Interaction],C56^4110^
6867,tramadol,procarbazine,2,Critical,PROCARBAZINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C56^4122^
6868,norethisterone,rufinamide,2,Significant,NORETHINDRONE/RUFINAMIDE [VA Drug Interaction],C56^4130^
6870,aluminium chlorohydrate,cefdinir,2,Significant,ALUMINUM CHLOROHYDRATE/CEFDINIR [VA Drug Interaction],C56^4145^
6871,cefdinir,aluminium chloride,2,Significant,ALUMINUM CHLORIDE/CEFDINIR [VA Drug Interaction],C56^4147^
6872,algeldrate,cefdinir,2,Significant,ALUMINUM HYDROXIDE/CEFDINIR [VA Drug Interaction],C56^4150^
6873,aluminium phosphate,cefdinir,2,Significant,ALUMINUM PHOSPHATE/CEFDINIR [VA Drug Interaction],C56^4151^
6874,aluminium chloride,levothyroxine sodium,2,Significant,ALUMINUM CHLORIDE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56^4156^
6875,aluminium chlorohydrate,levothyroxine sodium,2,Significant,ALUMINUM CHLOROHYDRATE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56^4157^
6876,algeldrate,levothyroxine sodium,2,Significant,ALUMINUM HYDROXIDE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56^4160^
6877,aluminium phosphate,levothyroxine sodium,2,Significant,ALUMINUM PHOSPHATE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56^4161^
6878,nifedipine,rifampicin,2,Critical,NIFEDIPINE/RIFAMPIN [VA Drug Interaction],C56^4168^
6879,phenoxybenzamine,sildenafil,2,Significant,PHENOXYBENZAMINE/SILDENAFIL CITRATE [VA Drug Interaction],C56^4190^
6880,tamsulosin,tadalafil,2,Significant,TADALAFIL/TAMSULOSIN HYDROCHLORIDE [VA Drug Interaction],C56^4192^
6881,phentolamine,sildenafil,2,Significant,PHENTOLAMINE/SILDENAFIL CITRATE [VA Drug Interaction],C56^4193^
6882,liothyronine,algeldrate,2,Significant,ALUMINUM HYDROXIDE/LIOTHYRONINE SODIUM [VA Drug Interaction],C56^4214^
6883,liothyronine,sucralfate,2,Significant,LIOTHYRONINE SODIUM/SUCRALFATE [VA Drug Interaction],C56^4216^
6884,liothyronine,ferric sulfate,2,Significant,FERRIC SULFATE/LIOTHYRONINE SODIUM [VA Drug Interaction],C56^4217^
6886,liothyronine,ferrous gluconate,2,Significant,FERROUS GLUCONATE/LIOTHYRONINE SODIUM [VA Drug Interaction],C56^4219^
6887,itraconazole,vinorelbine,2,Critical,ITRACONAZOLE/VINORELBINE TARTRATE [VA Drug Interaction],C56^4228^
6888,posaconazole,vinorelbine,2,Critical,POSACONAZOLE/VINORELBINE TARTRATE [VA Drug Interaction],C56^4229^
6889,metformin,ciprofloxacin,2,Significant,CIPROFLOXACIN/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C56^4274^
6890,metformin,levofloxacin,2,Significant,LEVOFLOXACIN/METFORMIN HYDROCHLORIDE [VA Drug Interaction],C56^4275^
6891,metformin,norfloxacin,2,Significant,METFORMIN HYDROCHLORIDE/NORFLOXACIN [VA Drug Interaction],C56^4276^
6892,metformin,ofloxacin,2,Significant,METFORMIN HYDROCHLORIDE/OFLOXACIN [VA Drug Interaction],C56^4277^
6893,glibenclamide,norfloxacin,2,Significant,GLYBURIDE/NORFLOXACIN [VA Drug Interaction],C56^4278^
6894,glibenclamide,ofloxacin,2,Significant,GLYBURIDE/OFLOXACIN [VA Drug Interaction],C56^4279^
6895,escitalopram,trimipramine,2,Significant,ESCITALOPRAM OXALATE/TRIMIPRAMINE [VA Drug Interaction],C56^4342^
6896,escitalopram,protriptyline,2,Significant,ESCITALOPRAM OXALATE/PROTRIPTYLINE [VA Drug Interaction],C56^4344^
6897,escitalopram,nortriptyline,2,Significant,ESCITALOPRAM OXALATE/NORTRIPTYLINE [VA Drug Interaction],C56^4346^
6898,imipramine,escitalopram,2,Significant,ESCITALOPRAM OXALATE/IMIPRAMINE [VA Drug Interaction],C56^4348^
6899,escitalopram,doxepin,2,Significant,DOXEPIN/ESCITALOPRAM OXALATE [VA Drug Interaction],C56^4351^
6900,escitalopram,desipramine,2,Significant,DESIPRAMINE/ESCITALOPRAM OXALATE [VA Drug Interaction],C56^4352^
6901,escitalopram,clomipramine,2,Significant,CLOMIPRAMINE/ESCITALOPRAM OXALATE [VA Drug Interaction],C56^4354^
6902,amoxapine,escitalopram,2,Significant,AMOXAPINE/ESCITALOPRAM OXALATE [VA Drug Interaction],C56^4356^
6903,escitalopram,amitriptyline,2,Significant,AMITRIPTYLINE/ESCITALOPRAM OXALATE [VA Drug Interaction],C56^4362^
6904,cimetidine,clopidogrel,2,Significant,CIMETIDINE/CLOPIDOGREL BISULFATE [VA Drug Interaction],C56^4366^
6905,rasagiline,venlafaxine,2,Significant,RASAGILINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56^4375^
6906,sibutramine,venlafaxine,2,Critical,SIBUTRAMINE HYDROCHLORIDE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C56^4380^
6907,sibutramine,sertraline,2,Critical,SERTRALINE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4381^
6908,sibutramine,paroxetine,2,Critical,PAROXETINE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4382^
6909,sibutramine,nefazodone,2,Critical,NEFAZODONE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4383^
6910,sibutramine,naratriptan,2,Critical,NARATRIPTAN HYDROCHLORIDE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4384^
6911,sibutramine,fluvoxamine,2,Critical,FLUVOXAMINE MALEATE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4385^
6912,sibutramine,fluoxetine,2,Critical,FLUOXETINE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4386^
6913,sibutramine,escitalopram,2,Critical,ESCITALOPRAM OXALATE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4387^
6914,sibutramine,desvenlafaxine,2,Significant,DESVENLAFAXINE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4389^
6915,sibutramine,citalopram,2,Critical,CITALOPRAM/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4390^
6916,theophylline,tacrine,2,Significant,AMINOPHYLLINE/TACRINE HYDROCHLORIDE [VA Drug Interaction],C56^4405^
6917,desvenlafaxine,naratriptan,2,Significant,DESVENLAFAXINE/NARATRIPTAN HYDROCHLORIDE [VA Drug Interaction],C56^4428^
6918,desvenlafaxine,tramadol,2,Significant,DESVENLAFAXINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C56^4432^
6919,atorvastatin,dronedarone,2,Significant,ATORVASTATIN CALCIUM/DRONEDARONE [VA Drug Interaction],C56^4438^
6920,romidepsin,rifampicin,2,Significant,RIFAMPIN/ROMIDEPSIN [VA Drug Interaction],C56^4443^
6921,romidepsin,indinavir,2,Significant,INDINAVIR SULFATE/ROMIDEPSIN [VA Drug Interaction],C56^4452^
6922,romidepsin,nelfinavir,2,Significant,NELFINAVIR MESYLATE/ROMIDEPSIN [VA Drug Interaction],C56^4454^
6923,romidepsin,fosphenytoin,2,Significant,FOSPHENYTOIN SODIUM/ROMIDEPSIN [VA Drug Interaction],C56^4462^
6924,warfarin,ropinirole,2,Significant,ROPINIROLE HYDROCHLORIDE/WARFARIN [VA Drug Interaction],C56^4464^
6925,quetiapine,carbamazepine,2,Significant,CARBAMAZEPINE/QUETIAPINE FUMARATE [VA Drug Interaction],C56^4466^
6926,tamsulosin,lopinavir,2,Significant,LOPINAVIR/TAMSULOSIN HYDROCHLORIDE [VA Drug Interaction],C56^4469^
6927,tamsulosin,fosamprenavir,2,Significant,FOSAMPRENAVIR/TAMSULOSIN HYDROCHLORIDE [VA Drug Interaction],C56^4470^
